#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROV1;London;London;London;;London;;;;;;;;;x
PROV2;Surrey;Surrey;Surrey;;Surrey;;;;;;;;;x
PROV3;Kent;Kent;Kent;;Kent;;;;;;;;;x
PROV4;Sussex;Sussex;Sussex;;Sussex;;;;;;;;;x
PROV5;Essex;Essex;Essex;;Essex;;;;;;;;;x
PROV6;Bedford;Bedford;Bedford;;Bedford;;;;;;;;;x
PROV7;Suffolk;Suffolk;Suffolk;;Suffolk;;;;;;;;;x
PROV8;Northampton;Northampton;Northampton;;Northampton;;;;;;;;;x
PROV9;Norfolk;Norfolk;Norfolk;;Norfolk;;;;;;;;;x
PROV10;Channel Islands;Channel Islands;Channel Islands;;Channel Islands;;;;;;;;;x
