#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_alacanti;Alacantí;Alacantí;Alacantí;;Alacantí;;;;;;;;;x
c_alacanti_adj;Alacantíian;;alacantíer;;;;;;;;;;;x
c_albarrazin;Albarrazín;Albarrazín;Albarrazín;;Albarrazín;;;;;;;;;x
c_albarrazin_adj;Albarrazínian;;albarrazíner;;;;;;;;;;;x
c_alcaraz;Alcaraz;Alcaraz;Alcaraz;;Alcaraz;;;;;;;;;x
c_alcaraz_adj;Alcarazian;;alcarazer;;;;;;;;;;;x
c_alcarria;Alcarria;Alcarria;Alcarria;;Alcarria;;;;;;;;;x
c_alcarria_adj;Alcarrian;;alcarrer;;;;;;;;;;;x
c_alcudia;Alcudia;Alcudia;Alcudia;;Alcudia;;;;;;;;;x
c_alcudia_adj;Alcudian;;alcuder;;;;;;;;;;;x
c_alfoz_de_toro;Alfoz de Toro;Alfoz de Toro;Alfoz de Toro;;Alfoz de Toro;;;;;;;;;x
c_alfoz_de_toro_adj;Alfoz de Torian;;Alfoz de Torer;;;;;;;;;;;x
c_almeria;Almería;Almería;Almería;;Almería;;;;;;;;;x
c_almeria_adj;Almerían;;almeríer;;;;;;;;;;;x
c_alt_millars;Alt Millars;Alt Millars;Alt Millars;;Alt Millars;;;;;;;;;x
c_alt_millars_adj;Alt Millarsian;;Alt Millarser;;;;;;;;;;;x
c_alt_palancia;Alt Palància;Alt Palància;Alt Palància;;Alt Palància;;;;;;;;;x
c_alt_palancia_adj;Alt Palàncian;;Alt Palàncer;;;;;;;;;;;x
c_alto_tajo;Alto Tajo;Alto Tajo;Alto Tajo;;Alto Tajo;;;;;;;;;x
c_alto_tajo_adj;Alto Tajian;;Alto Tajer;;;;;;;;;;;x
c_andevalo;Andévalo;Andévalo;Andévalo;;Andévalo;;;;;;;;;x
c_andevalo_adj;Andévalian;;andévaler;;;;;;;;;;;x
c_andorra;Andorra;Andorra;Andorra;;Andorra;;;;;;;;;x
c_andorra_adj;Andorran;;andorrer;;;;;;;;;;;x
c_anoia;Anoia;Anoia;Anoia;;Anoia;;;;;;;;;x
c_anoia_adj;Anoian;;aner;;;;;;;;;;;x
c_araba;Araba;Araba;Araba;;Araba;;;;;;;;;x
c_araba_adj;Araban;;araber;;;;;;;;;;;x
c_arlanza;Arlanza;Arlanza;Arlanza;;Arlanza;;;;;;;;;x
c_arlanza_adj;Arlanzan;;arlanzer;;;;;;;;;;;x
c_astorga;Astorga;Astorga;Astorga;;Astorga;;;;;;;;;x
c_astorga_adj;Astorgan;;astorger;;;;;;;;;;;x
c_avila;Ávila;Ávila;Ávila;;Ávila;;;;;;;;;x
c_avila_adj;Ávilan;;áviler;;;;;;;;;;;x
c_aviles;Avilés;Avilés;Avilés;;Avilés;;;;;;;;;x
c_aviles_adj;Avilésian;;aviléser;;;;;;;;;;;x
c_badajoz;Badajoz;Badajoz;Badajoz;;Badajoz;;;;;;;;;x
c_badajoz_adj;Badajozian;;badajozer;;;;;;;;;;;x
c_baena;Baena;Baena;Baena;;Baena;;;;;;;;;x
c_baena_adj;Baenan;;baener;;;;;;;;;;;x
c_baixo_martin;Baixo Martín;Baixo Martín;Baixo Martín;;Baixo Martín;;;;;;;;;x
c_baixo_martin_adj;Baixo Martínian;;Baixo Martíner;;;;;;;;;;;x
c_barcelones;Barcelonès;Barcelonès;Barcelonès;;Barcelonès;;;;;;;;;x
c_barcelones_adj;Barcelonèsian;;barcelonèser;;;;;;;;;;;x
c_benavente;Benavente;Benavente;Benavente;;Benavente;;;;;;;;;x
c_benavente_adj;Benaventean;;benaventer;;;;;;;;;;;x
c_besaya;Besaya;Besaya;Besaya;;Besaya;;;;;;;;;x
c_besaya_adj;Besayan;;besaer;;;;;;;;;;;x
c_bierzo;Bierzo;Bierzo;Bierzo;;Bierzo;;;;;;;;;x
c_bierzo_adj;Bierzian;;bierzer;;;;;;;;;;;x
c_bizkaia;Bizkaia;Bizkaia;Bizkaia;;Bizkaia;;;;;;;;;x
c_bizkaia_adj;Bizkaian;;bizker;;;;;;;;;;;x
