#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

hanafi;Hanafi;Hanafi;Hanafi;;Hanafi;;;;;;;;;x
hanafi_desc;This character is an adherent of the Hanafi Madhabs.;;;;;;;;;;;;;x
maliki;Maliki;Maliki;Maliki;;Maliki;;;;;;;;;x
maliki_desc;This character is an adherent of the Maliki Madhabs.;;;;;;;;;;;;;x
shafii;Shafi'i;Shafi'i;Shafi'i;;Shafi'i;;;;;;;;;x
shafii_desc;This character is an adherent of the Shafi'i Madhabs.;;;;;;;;;;;;;x

hanafi_aas;Hanafi;Hanafi;Hanafi;;Hanafi;;;;;;;;;x
hanafi_aas_desc;This character is an adherent of the Hanafi Madhabs.;;;;;;;;;;;;;x
maliki_aas;Maliki;Maliki;Maliki;;Maliki;;;;;;;;;x
maliki_aas_desc;This character is an adherent of the Maliki Madhabs.;;;;;;;;;;;;;x
shafii_aas;Shafi'i;Shafi'i;Shafi'i;;Shafi'i;;;;;;;;;x
shafii_aas_desc;This character is an adherent of the Shafi'i Madhabs.;;;;;;;;;;;;;x

hanafi_sunnah;Hanafi;Hanafi;Hanafi;;Hanafi;;;;;;;;;x
hanafi_sunnah_desc;This character is an adherent of the Hanafi Madhabs.;;;;;;;;;;;;;x
maliki_sunnah;Maliki;Maliki;Maliki;;Maliki;;;;;;;;;x
maliki_sunnah_desc;This character is an adherent of the Maliki Madhabs.;;;;;;;;;;;;;x
shafii_sunnah;Shafi'i;Shafi'i;Shafi'i;;Shafi'i;;;;;;;;;x
shafii_sunnah_desc;This character is an adherent of the Shafi'i Madhabs.;;;;;;;;;;;;;x

change_madhab;Change Madhab;;;;;;;;;;;;;x
EVTDESC_madhab_switch;Though the practice of switching madhab is rare, some have done it in the past for various reasons - practicality, wisdom, or even being inspired by the teachings of a particular Sunni imam and his school of thought. Perhaps one of the other madhabs may serve you better...;;;;;;;;;;;;;x
EVTOPTA_madhab_switch;I will follow the school of Abu Hanifa;;;;;;;;;;;;;x
EVTOPTC_madhab_switch;I will follow the school of Malik ibn Anas;;;;;;;;;;;;;x
EVTOPTD_madhab_switch;I will follow the school of Muhhamad Al-Shafi'i;;;;;;;;;;;;;x
