###ÄNSI###

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_atterdag;Atterdag;;;;;;;;;;;;;x
nick_witch_breaker;Völubrjótr;;;;;;;;;;;;;x
nick_the_arrow;the Arrow;;;;;;;;;;;;;x
nick_the_peacemaker;the Peacemaker;;;;;;;;;;;;;x
nick_the_profligate;the Profligate;;;;;;;;;;;;;x
nick_the_reluctant;the Reluctant;;;;;;;;;;;;;x
nick_the_robin;the Robin;;;;;;;;;;;;;x
nick_by_spilt_blood;Emperor by Spilt Blood;;;;;;;;;;;;;x
nick_the_stutterer;the Stutterer;;;;;;;;;;;;;x
nick_son_of_the_white_mare;[Root.GetSonDaughterCap] of The White Mare;;;;;;;;;;;;;x
nick_the_schismatic;the Schismatic;;;;;;;;;;;;;x
nick_hide_the_pain;Hide-the-Pain;;;;;;;;;;;;;x
nick_im_bart;im Bart;;;;;;;;;;;;;x
nick_the_thick;the Thick;;;;;;;;;;;;;x
nick_the_eagle;the Eagle;;;;;;;;;;;;;x
nick_elf_hater;Elf-Hater;;;;;;;;;;;;;x
nick_the_wanderer;the Wanderer;;;;;;;;;;;;;x
nick_lecyper;Lëcyper;;;;;;;;;;;;;x
nick_niemen;Niemen;;;;;;;;;;;;;x
nick_young_lion;Leonsin;;;;;;;;;;;;;x
nick_the_sick;the Sick;;;;;;;;;;;;;x
nick_the_red;the Red;;;;;;;;;;;;;x
