#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_alacant;Alacant;Alacant;Alacant;;Alacant;;;;;;;;;x
d_alacant_adj;Alacantian;;alacanter;;;;;;;;;;;x
d_albacete;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
d_albacete_adj;Albacetean;;albaceter;;;;;;;;;;;x
d_alto_aragon;Alto Aragón;Alto Aragón;Alto Aragón;;Alto Aragón;;;;;;;;;x
d_alto_aragon_adj;Alto Aragónian;;Alto Aragóner;;;;;;;;;;;x
d_andorra;Andorra;Andorra;Andorra;;Andorra;;;;;;;;;x
d_andorra_adj;Andorran;;andorrer;;;;;;;;;;;x
d_asturias;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;x
d_asturias_adj;Asturiasian;;asturiaser;;;;;;;;;;;x
d_badajoz;Badajoz;Badajoz;Badajoz;;Badajoz;;;;;;;;;x
d_badajoz_adj;Badajozian;;badajozer;;;;;;;;;;;x
d_baixo_aragon;Baixo Aragón;Baixo Aragón;Baixo Aragón;;Baixo Aragón;;;;;;;;;x
d_baixo_aragon_adj;Baixo Aragónian;;Baixo Aragóner;;;;;;;;;;;x
d_balears;Balears;Balears;Balears;;Balears;;;;;;;;;x
d_balears_adj;Balearsian;;balearser;;;;;;;;;;;x
d_barcelona;Barcelona;Barcelona;Barcelona;;Barcelona;;;;;;;;;x
d_barcelona_adj;Barcelonan;;barceloner;;;;;;;;;;;x
d_baskonia;Baskonia;Baskonia;Baskonia;;Baskonia;;;;;;;;;x
d_baskonia_adj;Baskonian;;baskoner;;;;;;;;;;;x
d_caceres;Cáceres;Cáceres;Cáceres;;Cáceres;;;;;;;;;x
d_caceres_adj;Cáceresian;;cácereser;;;;;;;;;;;x
d_cadiz;Cádiz;Cádiz;Cádiz;;Cádiz;;;;;;;;;x
d_cadiz_adj;Cádizian;;cádizer;;;;;;;;;;;x
d_calatrava;Calatrava;Calatrava;Calatrava;;Calatrava;;;;;;;;;x
d_calatrava_adj;Calatravan;;calatraver;;;;;;;;;;;x
d_cantabria;Cantabria;Cantabria;Cantabria;;Cantabria;;;;;;;;;x
d_cantabria_adj;Cantabrian;;cantabrer;;;;;;;;;;;x
d_castello;Castelló;Castelló;Castelló;;Castelló;;;;;;;;;x
d_castello_adj;Castellóian;;castellóer;;;;;;;;;;;x
d_castilla;Castilla;Castilla;Castilla;;Castilla;;;;;;;;;x
d_castilla_adj;Castillan;;castiller;;;;;;;;;;;x
d_cordoba;Córdoba;Córdoba;Córdoba;;Córdoba;;;;;;;;;x
d_cordoba_adj;Córdoban;;córdober;;;;;;;;;;;x
d_cuenca;Cuenca;Cuenca;Cuenca;;Cuenca;;;;;;;;;x
d_cuenca_adj;Cuencan;;cuencer;;;;;;;;;;;x
d_girona;Girona;Girona;Girona;;Girona;;;;;;;;;x
d_girona_adj;Gironan;;gironer;;;;;;;;;;;x
d_granada;Granada;Granada;Granada;;Granada;;;;;;;;;x
d_granada_adj;Granadan;;granader;;;;;;;;;;;x
d_guadalajara;Guadalajara;Guadalajara;Guadalajara;;Guadalajara;;;;;;;;;x
d_guadalajara_adj;Guadalajaran;;guadalajarer;;;;;;;;;;;x
d_huelva;Huelva;Huelva;Huelva;;Huelva;;;;;;;;;x
d_huelva_adj;Huelvan;;huelver;;;;;;;;;;;x
d_jaen;Jaén;Jaén;Jaén;;Jaén;;;;;;;;;x
d_jaen_adj;Jaénian;;jaéner;;;;;;;;;;;x
d_leon;León;León;León;;León;;;;;;;;;x
d_leon_adj;Leónian;;leóner;;;;;;;;;;;x
d_lleida;Lleida;Lleida;Lleida;;Lleida;;;;;;;;;x
d_lleida_adj;Lleidan;;lleider;;;;;;;;;;;x
d_lugo;Lugo;Lugo;Lugo;;Lugo;;;;;;;;;x
d_lugo_adj;Lugian;;luger;;;;;;;;;;;x
d_madrid;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;x
d_madrid_adj;Madridian;;madrider;;;;;;;;;;;x
d_nafarroako;Nafarroako;Nafarroako;Nafarroako;;Nafarroako;;;;;;;;;x
d_nafarroako_adj;Nafarroakian;;nafarroaker;;;;;;;;;;;x
d_naiarako;Naiarako;Naiarako;Naiarako;;Naiarako;;;;;;;;;x
d_naiarako_adj;Naiarakian;;naiaraker;;;;;;;;;;;x
d_pontevedra;Pontevedra;Pontevedra;Pontevedra;;Pontevedra;;;;;;;;;x
d_pontevedra_adj;Pontevedran;;pontevedrer;;;;;;;;;;;x
d_salamanca;Salamanca;Salamanca;Salamanca;;Salamanca;;;;;;;;;x
d_salamanca_adj;Salamancan;;salamancer;;;;;;;;;;;x
d_segovia;Segovia;Segovia;Segovia;;Segovia;;;;;;;;;x
d_segovia_adj;Segovian;;segover;;;;;;;;;;;x
d_sevilla;Sevilla;Sevilla;Sevilla;;Sevilla;;;;;;;;;x
d_sevilla_adj;Sevillan;;seviller;;;;;;;;;;;x
d_tarragona;Tarragona;Tarragona;Tarragona;;Tarragona;;;;;;;;;x
d_tarragona_adj;Tarragonan;;tarragoner;;;;;;;;;;;x
d_teruel;Teruel;Teruel;Teruel;;Teruel;;;;;;;;;x
d_teruel_adj;Teruelian;;terueler;;;;;;;;;;;x
d_toledo;Toledo;Toledo;Toledo;;Toledo;;;;;;;;;x
d_toledo_adj;Toledian;;toleder;;;;;;;;;;;x
d_valencia;València;València;València;;València;;;;;;;;;x
d_valencia_adj;Valèncian;;valèncer;;;;;;;;;;;x
d_valladolid;Valladolid;Valladolid;Valladolid;;Valladolid;;;;;;;;;x
d_valladolid_adj;Valladolidian;;valladolider;;;;;;;;;;;x
d_zamora;Zamora;Zamora;Zamora;;Zamora;;;;;;;;;x
d_zamora_adj;Zamoran;;zamorer;;;;;;;;;;;x
