#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_10th_of_ramadan;10th of Ramadan;;;;;;;;;;;;;x
b_15th_of_may;15th of May;;;;;;;;;;;;;x
b_6th_of_october;6th of October;;;;;;;;;;;;;x
b_a_coruna;A Coruña;;;;;;;;;;;;;x
b_a_coruna_adj;A Coruñan;;;;;;;;;;;;;x
b_a_dos_cunhados;A dos Cunhados;;;;;;;;;;;;;x
b_a_dos_francos;A dos Francos;;;;;;;;;;;;;x
b_aabenraa;Aabenraa;;;;;;;;;;;;;x
b_aabybro;Aabybro;;;;;;;;;;;;;x
b_aach;Aach;;;;;;;;;;;;;x
b_aachen;Aachen;;;;;;;;;;;;;x
b_aalborg;Aalborg;;;;;;;;;;;;;x
b_aalen;Aalen;;;;;;;;;;;;;x
b_aalestrup;Aalestrup;;;;;;;;;;;;;x
b_aali;A'ali;;;;;;;;;;;;;x
b_aanekoski;Äänekoski;;;;;;;;;;;;;x
b_aarau;Aarau;;;;;;;;;;;;;x
b_aarberg;Aarberg;;;;;;;;;;;;;x
b_aarburg;Aarburg;;;;;;;;;;;;;x
b_aarhus;Aarhus;;;;;;;;;;;;;x
b_aars;Aars;;;;;;;;;;;;;x
b_aarup;Aarup;;;;;;;;;;;;;x
b_ab_garch;Ab Garch;;;;;;;;;;;;;x
b_aba;Aba;;;;;;;;;;;;;x
b_aba_saud;Aba Sa'ud;;;;;;;;;;;;;x
b_abadan;Abadan;;;;;;;;;;;;;x
b_abadszalok;Abádszalók;;;;;;;;;;;;;x
b_abatskoye;Abatskoye;;;;;;;;;;;;;x
b_abaujszanto;Abaújszántó;;;;;;;;;;;;;x
b_abay;Abay;;;;;;;;;;;;;x
b_abayt;Abayt;;;;;;;;;;;;;x
b_abbasiyah;Abbasiyah;;;;;;;;;;;;;x
b_abbeville;Abbeville;;;;;;;;;;;;;x
b_abbeville_adj;Abbevillean;;;;;;;;;;;;;x
b_abdali;Abdali;;;;;;;;;;;;;x
b_abdulici;Abdulici;;;;;;;;;;;;;x
b_abdulino;Abdulino;;;;;;;;;;;;;x
b_abenberg;Abenberg;;;;;;;;;;;;;x
b_abenojar;Abenójar;;;;;;;;;;;;;x
b_abenojar_2;Abenójar;;;;;;;;;;;;;x
b_abenojar_2_adj;Abenójarian;;;;;;;;;;;;;x
b_abenojar_adj;Abenójarian;;;;;;;;;;;;;x
b_abensberg;Abensberg;;;;;;;;;;;;;x
b_aberaeron;Aberaeron;;;;;;;;;;;;;x
b_aberavon;Aberavon;;;;;;;;;;;;;x
b_aberbargoed;Aberbargoed;;;;;;;;;;;;;x
b_abercarn;Abercarn;;;;;;;;;;;;;x
b_aberdare;Aberdare;;;;;;;;;;;;;x
b_aberdeen;Aberdeen;;;;;;;;;;;;;x
b_aberfan;Aberfan;;;;;;;;;;;;;x
b_abergavenny;Abergavenny;;;;;;;;;;;;;x
b_abergele;Abergele;;;;;;;;;;;;;x
b_abertillery;Abertillery;;;;;;;;;;;;;x
b_aberystwyth;Aberystwyth;;;;;;;;;;;;;x
b_abez;Abez;;;;;;;;;;;;;x
b_abfaltersbach;Abfaltersbach;;;;;;;;;;;;;x
b_abingdon_on_thames;Abingdon-on-Thames;;;;;;;;;;;;;x
b_abja_paluoja;Abja-Paluoja;;;;;;;;;;;;;x
b_ablah;Ablah;;;;;;;;;;;;;x
b_abnub;Abnub;;;;;;;;;;;;;x
b_abnub_2;Abnub;;;;;;;;;;;;;x
b_abony;Abony;;;;;;;;;;;;;x
b_abovyan;Abovyan;;;;;;;;;;;;;x
b_abragao;Abragão;;;;;;;;;;;;;x
b_abrak;Abrak;;;;;;;;;;;;;x
b_abrau_dyurso;Abrau-Dyurso;;;;;;;;;;;;;x
b_abraveses;Abraveses;;;;;;;;;;;;;x
b_abrud;Abrud;;;;;;;;;;;;;x
b_abs;Abs;;;;;;;;;;;;;x
b_absam;Absam;;;;;;;;;;;;;x
b_absdorf;Absdorf;;;;;;;;;;;;;x
b_abtenau;Abtenau;;;;;;;;;;;;;x
b_abu_ajram;Abu Ajram;;;;;;;;;;;;;x
b_abu_al_jirab;Abu al-Jirab;;;;;;;;;;;;;x
b_abu_al_matamir;Abu al-Matamir;;;;;;;;;;;;;x
b_abu_arish;Abu Arish;;;;;;;;;;;;;x
b_abu_dabab;Abu Dabab;;;;;;;;;;;;;x
b_abu_dhabi;Abu Dhabi;;;;;;;;;;;;;x
b_abu_dis;Abu Dis;;;;;;;;;;;;;x
b_abu_el_matamir;Abu el Matamir;;;;;;;;;;;;;x
b_abu_ghlasha;Abu Ghlasha;;;;;;;;;;;;;x
b_abu_ghosh;Abu Ghosh;;;;;;;;;;;;;x
b_abu_hasan;Abu Hasan;;;;;;;;;;;;;x
b_abu_hummus;Abu Hummus;;;;;;;;;;;;;x
b_abu_kabir;Abu Kabir;;;;;;;;;;;;;x
b_abu_kahf;Abu Kahf;;;;;;;;;;;;;x
b_abu_minqar;Abu Minqar;;;;;;;;;;;;;x
b_abu_mishaal;Abu Mishaal;;;;;;;;;;;;;x
b_abu_nus;Abu Nus;;;;;;;;;;;;;x
b_abu_qurayn;Abu Qurayn;;;;;;;;;;;;;x
b_abu_qurqas;Abu Qurqas;;;;;;;;;;;;;x
b_abu_radis;Abu Radis;;;;;;;;;;;;;x
b_abu_ramad;Abu Ramad;;;;;;;;;;;;;x
b_abu_sinbal;Abu Sinbal;;;;;;;;;;;;;x
