###ÄNSI
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

###########Nepmese Decision Localization###########

auspicious_birth;Ausipicious Birth;;;;;;;;;;;;;x
auspicious_birth_desc;This character was born under circumstances that are signs of a great destiny, according to Népmese traditions.;;;;;;;;;;;;;x

nepmese_opinion;Népmese Opinion;;;;;;;;;;;;;x

religion_feature_nepmese;Star Trails;;;;;;;;;;;;;x
religion_feature_nepmese_desc;Just like the way Prince Csaba descended from the heavens riding on the Milky Way to defend his people when they needed it the most, we believe that the right person can defeat any foe and protect their nation at all cost.;;;;;;;;;;;;;x

d_nepmese_reformed;Népmese High Priesthood;;;;;;;;;;;;;x
d_nepmese_reformed_adj;Népmese;;;;;;;;;;;;;x
TALTOS_KING;Táltoskirály;;;;;;;;;;;;;x
TALTOS_KING_FOA;Táltoskirály;;;;;;;;;;;;;x
